db_index,method,ratio,result,time,error,timeperformance,lam_1,lam_01,lam_001
12,random,0.9,2593348.0,28.28,6195.27707878,0.577142857143,6195.85422163,6195.33479306,6195.28285021
13,random,0.3,1192.0,13.66,129038.526654,0.248363636364,129038.775017,129038.55149,129038.529137
13,random,0.4,9006.0,14.52,78446.8508102,0.264,78447.1148102,78446.8772102,78446.8534502
13,random,0.5,43549.0,17.22,1608.99228142,0.313090909091,1609.30537233,1609.02359051,1608.99541233
13,random,0.6,155457.0,19.65,12808.9636497,0.357272727273,12809.3209224,12808.9993769,12808.9672224
13,random,0.7,458887.0,23.6,17315.0561447,0.429090909091,17315.4852356,17315.0990538,17315.0604356
13,random,0.8,1162647.0,27.01,4999.55041689,0.491090909091,5000.0415078,4999.59952599,4999.5553278
13,random,0.9,2657009.0,31.93,10739.050972,0.580545454545,10739.6315175,10739.1090266,10739.0567775
14,random,0.3,1253.0,15.66,124221.605791,0.261,124221.866791,124221.631891,124221.608401
14,random,0.4,9332.0,18.54,95654.9909215,0.309,95655.2999215,95655.0218215,95654.9940115
14,random,0.5,43496.0,22.91,28613.4250092,0.381833333333,28613.8068426,28613.4631926,28613.4288276
14,random,0.6,155179.0,26.93,46169.4764481,0.448833333333,46169.9252814,46169.5213314,46169.4809364
14,random,0.7,459754.0,33.55,4326.84402208,0.559166666667,4327.40318875,4326.89993875,4326.84961375
14,random,0.8,1167348.0,42.56,6114.28127545,0.709333333333,6114.99060879,6114.35220879,6114.28836879
14,random,0.9,2658780.0,45.45,9045.26349087,0.7575,9046.02099087,9045.33924087,9045.27106587
15,random,0.3,1184.0,12.11,134102.57681,0.269111111111,134102.845921,134102.603721,134102.579501
15,random,0.4,9110.0,12.91,15816.0312146,0.286888888889,15816.3181035,15816.0599035,15816.0340835
15,random,0.5,43387.0,13.96,12236.2073553,0.310222222222,12236.5175775,12236.2383775,12236.2104575
15,random,0.6,155284.0,16.01,12273.6165154,0.355777777778,12273.9722931,12273.6520931,12273.6200731
15,random,0.7,453765.0,18.59,13449.3861942,0.413111111111,13449.7993053,13449.4275053,13449.3903253
15,random,0.8,1152338.0,22.64,22819.5775556,0.503111111111,22820.0806667,22819.6278667,22819.5825867
15,random,0.9,2635613.0,21.85,2703.83426344,0.485555555556,2704.319819,2703.882819,2703.839119
16,random,0.3,1224.0,11.33,39021.6739732,0.2575,39021.9314732,39021.6997232,39021.6765482
16,random,0.4,8931.0,12.81,101019.256117,0.291136363636,101019.547253,101019.28523,101019.259028
16,random,0.5,43070.0,15.04,36425.118704,0.341818181818,36425.4605222,36425.1528858,36425.1221222
16,random,0.6,153875.0,17.27,46140.0976321,0.3925,46140.4901321,46140.1368821,46140.1015571
16,random,0.7,456422.0,19.97,10363.7768856,0.453863636364,10364.2307492,10363.8222719,10363.7814242
16,random,0.8,1154525.0,25.42,20759.8728944,0.577727272727,20760.4506217,20759.9306671,20759.8786717
16,random,0.9,2640325.0,27.65,1211.61051931,0.628409090909,1212.2389284,1211.67336022,1211.6168034
17,random,0.3,1201.0,10.36,56638.7202272,0.287777777778,56639.008005,56638.749005,56638.723105
17,random,0.4,9078.0,11.42,3239.70171608,0.317222222222,3240.0189383,3239.7334383,3239.7048883
17,random,0.5,43695.0,12.5,51745.9342519,0.347222222222,51746.2814741,51745.9689741,51745.9377241
17,random,0.6,154353.0,12.92,20469.7410938,0.358888888889,20470.0999827,20469.7769827,20469.7446827
17,random,0.7,456476.0,15.36,19702.3692101,0.426666666667,19702.7958768,19702.4118768,19702.3734768
17,random,0.8,1158762.0,17.99,8084.69301759,0.499722222222,8085.19273981,8084.74298981,8084.69801481
17,random,0.9,2639900.0,21.37,6586.02846812,0.593611111111,6586.62207923,6586.08782923,6586.03440423
18,random,0.3,1187.0,15.6,155096.308001,0.229411764706,155096.537413,155096.330943,155096.310296
18,random,0.4,9182.0,19.01,24850.1803088,0.279558823529,24850.4598676,24850.2082646,24850.1831044
18,random,0.5,43423.0,22.13,17789.3959945,0.325441176471,17789.7214357,17789.4285386,17789.3992489
18,random,0.6,155678.0,27.5,8329.90131709,0.404411764706,8330.30572885,8329.94175826,8329.9053612
18,random,0.7,458110.0,32.58,4536.58880826,0.479117647059,4537.06792591,4536.63672003,4536.59359944
18,random,0.8,1162605.0,43.63,8573.38562301,0.641617647059,8574.02724066,8573.44978477,8573.39203918
18,random,0.9,2653521.0,45.98,82.4269441068,0.676176470588,83.1031205774,82.4945617539,82.4337058715
19,random,0.3,1228.0,19.08,36653.6990516,0.298125,36653.9971766,36653.7288641,36653.7020328
19,random,0.4,9062.0,22.23,42137.0681814,0.34734375,42137.4155252,42137.1029158,42137.0716549
19,random,0.5,43202.0,26.88,40152.6643197,0.42,40153.0843197,40152.7063197,40152.6685197
19,random,0.6,156275.0,32.99,18627.0272464,0.51546875,18627.5427152,18627.0787933,18627.0324011
19,random,0.7,456069.0,41.84,14423.7803471,0.65375,14424.4340971,14423.8457221,14423.7868846
19,random,0.8,1160198.0,39.46,14282.8461258,0.6165625,14283.4626883,14282.907782,14282.8522914
19,random,0.9,2644795.0,43.13,12393.6605753,0.67390625,12394.3344815,12393.7279659,12393.6673143
20,random,0.3,1187.0,12.34,177550.308001,0.3085,177550.616501,177550.338851,177550.311086
20,random,0.4,9086.0,12.22,55788.0184834,0.3055,55788.3239834,55788.0490334,55788.0215384
20,random,0.5,43405.0,12.36,42532.5943196,0.309,42532.9033196,42532.6252196,42532.5974096
20,random,0.6,155782.0,15.46,27088.3425724,0.3865,27088.7290724,27088.3812224,27088.3464374
20,random,0.7,462249.0,19.82,32179.2301282,0.4955,32179.7256282,32179.2796782,32179.2350832
20,random,0.8,1166500.0,20.27,12495.0492465,0.50675,12495.5559965,12495.0999215,12495.054314
20,random,0.9,2666653.0,24.47,5046.83827857,0.61175,5047.45002857,5046.89945357,5046.84439607
21,random,0.3,1210.0,11.67,72735.913801,0.265227272727,72736.1790282,72735.9403237,72735.9164532
21,random,0.4,9129.0,12.28,29257.3461077,0.279090909091,29257.6251987,29257.3740168,29257.3488987
21,random,0.5,43486.0,14.26,31762.2018565,0.324090909091,31762.5259474,31762.2342656,31762.2050974
21,random,0.6,156738.0,16.41,7351.37050426,0.372954545455,7351.74345881,7351.40779972,7351.37423381
21,random,0.7,458623.0,19.43,11239.2841086,0.441590909091,11239.7256995,11239.3282677,11239.2885245
21,random,0.8,1172477.0,21.64,16412.4037759,0.491818181818,16412.8955941,16412.4529577,16412.4086941
21,random,0.9,2660849.0,27.43,6602.38129082,0.623409090909,6603.00469991,6602.44363173,6602.38752491
22,random,0.3,1246.0,15.36,75713.3119041,0.279272727273,75713.5911768,75713.3398314,75713.3146968
22,random,0.4,9181.0,17.8,12614.9050953,0.323636363636,12615.2287317,12614.937459,12614.9083317
22,random,0.5,43766.0,28.62,11026.4501323,0.520363636364,11026.9704959,11026.5021687,11026.4553359
22,random,0.6,157167.0,25.47,7721.5503263,0.463090909091,7722.01341721,7721.59663539,7721.55495721
22,random,0.7,459449.0,31.8,16115.7422554,0.578181818182,16116.3204372,16115.8000736,16115.7480372
22,random,0.8,1169215.0,41.42,13982.1305656,0.753090909091,13982.8836565,13982.2058747,13982.1380965
22,random,0.9,2672961.0,44.25,3812.36361346,0.804545454545,3813.16815891,3812.444068,3812.37165891
23,random,0.3,1232.0,12.64,84085.7241299,0.234074074074,84085.958204,84085.7475373,84085.7264707
23,random,0.4,8966.0,13.23,71036.2669736,0.245,71036.5119736,71036.2914736,71036.2694236
23,random,0.5,43631.0,15.42,43691.5624292,0.285555555556,43691.8479848,43691.5909848,43691.5652848
23,random,0.6,154080.0,17.38,30085.5827987,0.321851851852,30085.9046506,30085.6149839,30085.5860172
23,random,0.7,454260.0,19.77,7034.12321922,0.366111111111,7034.48933033,7034.15983033,7034.12688033
23,random,0.8,1156423.0,26.14,2959.22477051,0.484074074074,2959.70884458,2959.27317792,2959.22961125
23,random,0.9,2633077.0,29.66,7574.76962319,0.549259259259,7575.31888245,7574.82454911,7574.77511578
24,random,0.2,73.0,7.54,396302.585336,0.327826086957,396302.913163,396302.618119,396302.588615
24,random,0.3,1111.0,7.92,405297.78449,0.344347826087,405298.128838,405297.818925,405297.787933
24,random,0.4,8995.0,8.63,6104.20974486,0.375217391304,6104.58496225,6104.2472666,6104.21349704
24,random,0.5,43545.0,9.56,92318.2815425,0.415652173913,92318.6971947,92318.3231077,92318.285699
24,random,0.6,154501.0,10.52,44438.3232737,0.457391304348,44438.780665,44438.3690129,44438.3278477
24,random,0.7,443051.0,11.22,83138.9448078,0.487826086957,83139.4326339,83138.9935904,83138.9496861
24,random,0.8,1142418.0,12.07,10030.7500472,0.524782608696,10031.2748298,10030.8025255,10030.7552951
24,random,0.9,2614276.0,13.54,12734.4670887,0.588695652174,12735.0557844,12734.5259583,12734.4729757
25,random,0.3,1249.0,20.1,128830.580713,0.340677966102,128830.921391,128830.614781,128830.58412
25,random,0.4,9199.0,18.18,37801.6321782,0.30813559322,37801.9403138,37801.6629918,37801.6352596
25,random,0.5,43315.0,27.56,28876.5859453,0.467118644068,28877.0530639,28876.6326571,28876.5906165
25,random,0.6,156551.0,24.43,25339.4716075,0.41406779661,25339.8856753,25339.5130143,25339.4757482
25,random,0.7,458107.0,30.79,7148.27812357,0.52186440678,7148.79998797,7148.33031001,7148.28334221
25,random,0.8,1156347.0,37.6,35700.831334,0.637288135593,35701.4686221,35700.8950628,35700.8377068
25,random,0.9,2646562.0,33.9,11799.3266712,0.574576271186,11799.9012475,11799.3841289,11799.332417
26,random,0.3,1225.0,12.64,18075.4302428,0.243076923077,18075.6733197,18075.4545505,18075.4326736
26,random,0.4,9214.0,14.5,45019.9132395,0.278846153846,45020.1920856,45019.9411241,45019.9160279
26,random,0.5,43555.0,17.69,226.941610207,0.340192307692,227.281802515,226.975629438,226.94501213
26,random,0.6,155223.0,19.78,23722.9708253,0.380384615385,23723.3512099,23723.0088638,23722.9746292
26,random,0.7,458420.0,24.24,9063.69289359,0.466153846154,9064.15904744,9063.73950898,9063.69755513
26,random,0.8,1161661.0,27.54,12289.9197795,0.529615384615,12290.4493949,12289.972741,12289.9250756
26,random,0.9,2654023.0,33.87,1905.55689308,0.651346153846,1906.20823923,1905.62202769,1905.56340654
27,random,0.3,1188.0,10.69,101846.551732,0.260731707317,101846.812464,101846.577805,101846.554339
27,random,0.4,8941.0,12.92,72503.4020757,0.31512195122,72503.7171977,72503.4335879,72503.4052269
27,random,0.5,43657.0,14.19,60683.1822322,0.346097560976,60683.5283298,60683.2168419,60683.1856932
27,random,0.6,155269.0,15.78,25849.6032349,0.38487804878,25849.9881129,25849.6417227,25849.6070836
27,random,0.7,455791.0,17.38,25181.4295377,0.423902439024,25181.8534401,25181.4719279,25181.4337767
27,random,0.8,1154815.0,21.4,3074.941624,0.521951219512,3075.46357522,3074.99381912,3074.94684351
27,random,0.9,2626842.0,25.7,6907.87765474,0.626829268293,6908.50448401,6907.94033767,6907.88392303
28,random,0.2,60.0,8.63,707270.286025,0.308214285714,707270.594239,707270.316846,707270.289107
28,random,0.3,1208.0,9.56,28460.4263401,0.341428571429,28460.7677687,28460.460483,28460.4297544
28,random,0.4,9207.0,9.16,71366.3154109,0.327142857143,71366.6425537,71366.3481252,71366.3186823
28,random,0.5,43837.0,9.93,66226.1654835,0.354642857143,66226.5201263,66226.2009478,66226.1690299
28,random,0.6,154332.0,11.08,24794.9596865,0.395714285714,24795.3554007,24794.9992579,24794.9636436
28,random,0.7,453127.0,11.37,24411.458473,0.406071428571,24411.8645445,24411.4990802,24411.4625337
28,random,0.8,1163809.0,12.87,28519.2236189,0.459642857143,28519.6832618,28519.2695832,28519.2282153
28,random,0.9,2642758.0,15.13,8974.27028916,0.540357142857,8974.8106463,8974.32432487,8974.27569273
29,random,0.3,1276.0,13.81,251877.999992,0.222741935484,251878.222734,251878.022266,251878.002219
29,random,0.4,9109.0,14.97,16191.0541894,0.241451612903,16191.2956411,16191.0783346,16191.056604
29,random,0.5,43617.0,17.28,10086.074843,0.278709677419,10086.3535527,10086.102714,10086.0776301
29,random,0.6,156022.0,19.9,7096.8699155,0.320967741935,7097.19088324,7096.90201228,7096.87312518
29,random,0.7,458829.0,23.71,16442.0495739,0.382419354839,16442.4319933,16442.0878159,16442.0533981
29,random,0.8,1163918.0,29.17,876.843558595,0.470483870968,877.314042466,876.890606982,876.848263433
29,random,0.9,2652474.0,35.61,1099.38699077,0.57435483871,1099.96134561,1099.44442626,1099.39273432
30,random,0.3,1218.0,11.73,48018.8636443,0.225576923077,48019.0892212,48018.886202,48018.8659001
30,random,0.4,9241.0,12.78,27047.2191498,0.245769230769,27047.464919,27047.2437267,27047.2216075
30,random,0.5,43425.0,14.36,51097.040625,0.276153846154,51097.3167789,51097.0682404,51097.0433866
30,random,0.6,155086.0,15.45,62928.1587871,0.297115384615,62928.4559025,62928.1884987,62928.1617583
30,random,0.7,458657.0,19.56,22404.7630154,0.376153846154,22405.1391692,22404.8006307,22404.7667769
30,random,0.8,1165199.0,23.54,29793.1826549,0.452692307692,29793.6353472,29793.2279242,29793.1871819
30,random,0.9,2663478.0,28.93,12690.2704624,0.556346153846,12690.8268086,12690.3260971,12690.2760259
31,random,0.3,1213.0,12.75,12018.6449922,0.265625,12018.9106172,12018.6715547,12018.6476485
31,random,0.4,9245.0,14.58,88155.5607661,0.30375,88155.8645161,88155.5911411,88155.5638036
31,random,0.5,43159.0,16.99,26242.3047631,0.353958333333,26242.6587214,26242.3401589,26242.3083026
31,random,0.6,154880.0,19.72,11564.2078392,0.410833333333,11564.6186725,11564.2489225,11564.2119475
31,random,0.7,453563.0,23.27,25376.3056304,0.484791666667,25376.7904221,25376.3541096,25376.3104783
31,random,0.8,1160775.0,26.81,7841.50896775,0.558541666667,7842.06750942,7841.56482192,7841.51455317
31,random,0.9,2637835.0,32.48,7546.50209887,0.676666666667,7547.17876554,7546.56976554,7546.50886554
32,random,0.2,75.0,7.88,460112.642469,0.291851851852,460112.934321,460112.671654,460112.645388
32,random,0.3,1207.0,9.75,66012.1826097,0.361111111111,66012.5437208,66012.2187208,66012.1862208
32,random,0.4,9277.0,9.23,80777.2936968,0.341851851852,80777.6355487,80777.327882,80777.2971154
32,random,0.5,43510.0,10.21,8375.93742303,0.378148148148,8376.31557118,8375.97523785,8375.94120451
32,random,0.6,157062.0,11.13,39198.4573629,0.412222222222,39198.8695851,39198.4985851,39198.4614851
32,random,0.7,460704.0,11.31,34282.2275094,0.418888888889,34282.6463983,34282.2693983,34282.2316983
32,random,0.8,1174720.0,12.81,47418.5553786,0.474444444444,47419.029823,47418.602823,47418.560123
32,random,0.9,2652676.0,14.08,3332.85553972,0.521481481481,3333.3770212,3332.90768787,3332.86075454
33,random,0.2,74.0,7.0,557126.113903,0.291666666667,557126.405569,557126.143069,557126.116819
33,random,0.3,1242.0,7.69,269814.286826,0.320416666667,269814.607242,269814.318867,269814.29003
33,random,0.4,8805.0,8.77,28255.0170313,0.365416666667,28255.382448,28255.053573,28255.0206855
33,random,0.5,42980.0,8.45,101259.88967,0.352083333333,101260.241754,101259.924879,101259.893191
33,random,0.6,149652.0,9.12,47070.1031996,0.38,47070.4831996,47070.1411996,47070.1069996
33,random,0.7,446085.0,9.53,34380.2609822,0.397083333333,34380.6580655,34380.3006905,34380.264953
33,random,0.8,1138049.0,10.41,49978.6305358,0.43375,49979.0642858,49978.6739108,49978.6348733
33,random,0.9,2569047.0,10.57,902.535823731,0.440416666667,902.976240397,902.579865397,902.540227897
34,random,0.3,1214.0,16.13,32202.8887226,0.227183098592,32203.1159057,32202.9114409,32202.8909945
34,random,0.4,9034.0,19.91,64449.4594958,0.280422535211,64449.7399184,64449.4875381,64449.4623
34,random,0.5,43424.0,22.83,17261.2183098,0.321549295775,17261.5398591,17261.2504647,17261.2215253
34,random,0.6,155029.0,28.52,30990.609253,0.401690140845,30991.0109431,30990.649422,30990.6132699
34,random,0.7,455468.0,33.49,27040.020848,0.471690140845,27040.4925381,27040.068017,27040.0255649
34,random,0.8,1164936.0,42.66,2918.4683163,0.600845070423,2919.06916137,2918.52840081,2918.47432475
34,random,0.9,2653368.0,43.1,163.97697958,0.607042253521,164.584021833,164.037683805,163.983050002
35,random,0.3,1259.0,10.63,225425.143409,0.253095238095,225425.396504,225425.168718,225425.14594
35,random,0.4,8953.0,12.14,60068.3772267,0.289047619048,60068.6662743,60068.4061315,60068.3801172
35,random,0.5,42808.0,12.84,42128.6721031,0.305714285714,42128.9778174,42128.7026745,42128.6751602
35,random,0.6,154294.0,14.53,3634.25999704,0.345952380952,3634.60594942,3634.29459227,3634.26345656
35,random,0.7,453973.0,16.58,8339.15461146,0.394761904762,8339.54937336,8339.19408765,8339.15855908
35,random,0.8,1154553.0,20.01,6990.35057633,0.476428571429,6990.82700491,6990.39821919,6990.35534062
35,random,0.9,2625950.0,23.23,3608.29182702,0.553095238095,3608.84492226,3608.34713654,3608.29735797
36,random,0.3,1223.0,10.99,27991.0822964,0.249772727273,27991.3320691,27991.1072736,27991.0847941
36,random,0.4,9361.0,12.83,97121.46764,0.291590909091,97121.7592309,97121.4967991,97121.4705559
36,random,0.5,43957.0,14.23,13905.487651,0.323409090909,13905.8110601,13905.5199919,13905.4908851
36,random,0.6,156986.0,16.31,1930.85674171,0.370681818182,1931.22742353,1930.89380989,1930.86044853
36,random,0.7,457071.0,18.04,44257.0116584,0.41,44257.4216584,44257.0526584,44257.0157584
36,random,0.8,1177277.0,20.77,25017.713046,0.472045454545,25018.1850915,25017.7602506,25017.7177665
36,random,0.9,2662033.0,25.52,18363.2979052,0.58,18363.8779052,18363.3559052,18363.3037052
37,random,0.3,1224.0,11.93,8872.67397323,0.229423076923,8872.90339631,8872.69691554,8872.67626746
37,random,0.4,9061.0,13.55,52377.1535855,0.260576923077,52377.4141625,52377.1796432,52377.1561913
37,random,0.3,1234.0,11.91,54240.2366691,0.229038461538,54240.4657076,54240.2595729,54240.2389595
37,random,0.4,9158.0,13.3,6413.13061072,0.255769230769,6413.38637995,6413.15618764,6413.13316841
37,random,0.5,43494.0,16.35,12650.7803787,0.314423076923,12651.0948018,12650.811821,12650.7835229
37,random,0.6,155039.0,19.33,34927.267066,0.371730769231,34927.6387968,34927.3042391,34927.2707833
37,random,0.7,458858.0,23.74,9699.05285932,0.456538461538,9699.50939778,9699.09851316,9699.0574247
